client_id,date,montant,libelle,gt_categorie,gt_mensonge
4,2024-01-14,-1489911.0,PMt_LoYer.M,LOYER,0
4,2024-01-18,-37750.0,BeT/shArp_ShARP,PARI,0
4,2024-01-21,-49239.0,Pmt acH MrcH*REF4126288*AGDLA*669****70,DASH,1
4,2024-01-27,-27020.0,ReTgab-N  A-CHOp//REF2620466,CHOP,0
4,2024-01-30,55177.0,ENcASxxT AcHat  mRCHTPE40485663****51,DASH,1
4,2024-02-07,-9677.0,aCht mARCHE*REF8067691*TPE90977,CHOP,0
4,2024-02-07,-24906.0,ViRnJANguIDE,NJANGUI,0
4,2024-02-08,-11996.0,EaUU TPE13230,EAU,0
4,2024-02-16,-10780.0,VIr  mIsE,PARI,0
4,2024-02-20,-26953.0,ACH-TPe.PROv  AAliMe,CHOP,0
4,2024-02-20,-67788.0,deB trsf fML AGBER TPE41978 693****13 19/06,DASH,1
4,2024-02-24,-20522.0,pmT.cHoP,CHOP,0
4,2024-02-26,57826.0,Opr-cAsH.OUt  om AGBAF TPE47180 686****69,MOMO,0
4,2024-03-03,-1882.0,MOTO/TAXI*REF8229931*AGNGD*TPE38117*15/05,TRANSPORT,0
4,2024-03-04,-34889.0,trfdAsH/DUFREre RZF4424,DASH,0
4,2024-03-10,-2663.0,tAXi*REF3091913*AGBER*TPE24123,TRANSPORT,0
4,2024-03-13,-11903.0,oPR cAsH out OM664****55,MOMO,0
4,2024-03-25,-4407.0,TAxi/fORtREF3816245AGEBW,TRANSPORT,0
4,2024-03-29,-35497.0,vIR_AchaT   DivErS AG$DE TPE7744 667****54 11/09,PARI,1
5,2024-01-01,-10225.0,Deb.paRiFOoT*TPE97315*6729***67,PARI,0
5,2024-01-01,-23256.0,ret gabOM-casH/PoUR-moLa REF1299187 AGGAR TPE93813 680****61,MOMO,0
5,2024-01-03,-33694.0,EnCaSxt aCH mrCh/REF2970278/AGNGD/686****95/25/04,PARI,1
5,2024-01-11,-528.0,OPr TAxI fOr,TRANSPORT,0
5,2024-01-11,-31100.0,viR_Cotis_ToNTINE/REF1495154/AGKRI,NJANGUI,0
5,2024-01-16,383497.0,PaIe meNSREFF5251900001/08,SALAIRE,0
5,2024-01-17,-2968.0,fRS DecOUVREF184073220/01,AGIOS,0
5,2024-01-22,-1209253.0,ACH.tPE-paimtloYeR.BlR/REF2510976/AGDLA/16/08,LOYER,0
5,2024-02-06,-1396.0,Pmt prv maISOn 694****50,PARI,1
5,2024-02-11,-39824.0,MoMO trSfAGMARTPE1812201/06,PARI,1
5,2024-02-20,-16966.0,EnCASxt elecTRIciTE/TPE51762,ELEC,0
5,2024-02-21,-5227.0,MCHEcHo-maMa/REF967232/AGGAR,CHOP,0
5,2024-02-25,-14028.0,PaIMT fR DECouv/REF7294020,AGIOS,0
5,2024-02-26,-6846.0,vIR cOmm decOuvERtREF8716066AGBUE,AGIOS,0
5,2024-02-28,-456626.0,pAIEMent*LoYer bAiL*AGBUE,LOYER,0
5,2024-02-28,-21262.0,VIr  eNVooI REF2361188 AGGAR 689****90,MOMO,0
5,2024-02-28,-842480.0,LOyER.mENSUELREF2525627,LOYER,0
5,2024-03-10,-38799.0,Bet LEs mBOm,PARI,0
5,2024-03-14,-1202091.0,ncASXT-MAisoNREF1263475AGDL12/09,LOYER,0
5,2024-03-16,-23644.0,COurant/REF1138436/AG,ELEC,0
5,2024-03-19,14099.0,oPR.AChT*Bo,DASH,1
5,2024-03-19,-3995.0,FRs ReJEtReL*REF3069778,AGIOS,0
5,2024-03-19,-75557.0,PaiMT A*ht,DASH,1
5,2024-03-20,-34444.0,TRsf/FmL/REF251880/AGMAR/TPE27592/18/10,PARI,1
5,2024-03-21,-738948.0,lOyeR,LOYER,0
5,2024-03-21,-1158.0,TrF-MOtO  taxiREF7450559AGDLA,TRANSPORT,0
5,2024-03-21,-17000.0,MChE CHoP.MaMA*15/05,CHOP,0
5,2024-03-28,-10863.0,trF-FrS/reJEt.PRelAGBUETP8999124/04,AGIOS,0
5,2024-03-28,-22139.0,DEb/TRSF*fAMAGYDETPE96577676****94,PARI,1
6,2024-01-02,-83340.0,cAsh*oUT_OM*TPE13192*661****21*7/0,MOMO,0
6,2024-01-03,-10472.0,virr fRAiS  REJET-PrV AGEBW TPE58809,AGIOS,0
6,2024-01-05,-37055.0,ACh  tpe ENeo.PrEpAID,ELEC,0
6,2024-01-17,-22469.0,pMT eNeO,ELEC,0
6,2024-01-20,-11190.0,XeB ENVOie moMO aU BOSsREF8732227AGKRITPE$371,MOMO,0
6,2024-01-23,-4686.0,CaMWatEr/REF4596804/AGKRI,EAU,0
6,2024-02-11,-26854.0,hoP_MRch/REF56678511/AGNGD,CHOP,0
6,2024-02-16,-86145.0,deB/cAsh-ouT,MOMO,0
6,2024-02-18,-800.0,DEbMOto*sHaRp21/01,TRANSPORT,0
6,2024-02-20,-23937.0,pAImt  cHOP mcHe/REF2099772/AGEBW,CHOP,0
6,2024-02-27,43069.0,Dpt.MOMo*REF4861798*AGBER*TPE3327*02/01,MOMO,0
6,2024-02-28,-3568.0,DEbb CarBRant,TRANSPORT,0
6,2024-02-29,-42690.0,ReT Gab.EneO  PREpAiDREF4258730TPE8485118/03,ELEC,0
6,2024-03-02,-23775.0,PAImT  coTIs/nJaNgUI,NJANGUI,0
6,2024-03-03,-10306.0,ENCCasXt_CHo,CHOP,0
7,2024-01-07,-7798.0,COUrseS.mEnage*REEF,CHOP,0
7,2024-01-08,-25729.0,reT*gAB_prV/AliMenT*REZ,CHOP,0
7,2024-01-13,-33139.0,cotIS toNTInEREF701,NJANGUI,0
7,2024-01-14,59859.0,OPR_PRovIs,DASH,1
7,2024-01-19,-16788.0,TRf/fmL TPE28288 693****20,PARI,1
7,2024-02-01,-17008.0,viRbeTShArp  SHaR,PARI,0
7,2024-02-15,-24143.0,RET GaB/,NJANGUI,0
7,2024-03-02,-26527.0,aCh  tPe*COUrsEs.menaGe*REF1210112,CHOP,0
7,2024-03-05,-4355.0,benskin*08/06,TRANSPORT,0
7,2024-03-06,-5640.0,dEB acht mchE REF3051696 AGNGD TPE49241,CHOP,0
7,2024-03-12,40287.0,oPrTRaNS_MTn  MoMo REF5234815 AGMAR 671****80,MOMO,0
7,2024-03-13,-19576.0,OPr NJaNGui/REF5477050/AGDLA/TPE62595/12/11,NJANGUI,0
7,2024-03-15,-840647.0,LOyeR 18/10,LOYER,0
7,2024-03-17,-2259.0,reT gAb TAXI FortTPE53680,TRANSPORT,0
7,2024-03-19,-3401.0,mCHEchop*mAMA*TPE4190,CHOP,0
7,2024-03-29,-1517.0,ACH-TPE_agios,AGIOS,0
8,2024-01-02,309954.0,ach TPE vIrt sal eMplOYEuR*REF3521965*AGGAR*02/03,SALAIRE,0
8,2024-01-03,-9812.0,oPr/EaU*AGEBW*TPE5726,EAU,0
8,2024-01-03,-78850.0,REt gAB*DASH_POUR/REpO*REF2967529*683****100*13/03,DASH,0
8,2024-01-05,-4493.0,mOto.tAXiREF7,TRANSPORT,0
8,2024-01-07,-8757.0,fac cAmwaTer REF5160031 AGGAR TPE52309,EAU,0
8,2024-01-19,-9018.0,aCh*TPE.pRv.ALImeNt REF44880480 AGGAR TPE4574,CHOP,0
8,2024-01-20,-37678.0,opR-miSe-MOto bET*REF846342*AGEBW*TPE86909*654****17*07/02,PARI,0
8,2024-01-20,-23515.0,deB ACH dIvErsAGEBW,PARI,1
8,2024-01-21,-39406.0,REt  gAb-TraNs  F,PARI,1
8,2024-01-21,39192.0,PaImT*deP,MOMO,0
8,2024-01-22,-14044.0,RF*aGiOs,AGIOS,0
8,2024-01-23,-8681.0,pAImt/cOM.DDeCOuvert/TPE90858,AGIOS,0
8,2024-01-25,-29750.0,PeTiT*Dash.ShArp*REF3437920,DASH,0
8,2024-01-25,490098.0,opr/pAie.MSl REF6,SALAIRE,0
8,2024-01-26,-4381.0,tRF  MCHe*chOP MAMa REF9113420 02/07,CHOP,0
8,2024-01-26,-12636.0,pAIMt$Agi,AGIOS,0
8,2024-01-26,-11745.0,acH_BOuTIqUE/,PARI,1
8,2024-01-28,-12589.0,trF FRs decOuvErT*R,AGIOS,0
8,2024-01-30,-4380.0,TRF.frs_ReJeT.PR,AGIOS,0
8,2024-02-03,-38716.0,ACHtPE-tRf  FAm/REF,PARI,1
8,2024-02-05,-6415.0,CamwAteRREF6825640AGKRITPE63407,EAU,0
8,2024-02-07,792595.0,vrT_SAL REF2781553 TPE25243,SALAIRE,0
8,2024-02-10,-12421.0,dEbb-cAmWAXer TPE17616,EAU,0
8,2024-02-11,-122408.0,maiSONREF9920,LOYER,0
8,2024-02-12,453280.0,paiM PAiE mENSTPE91625007/07,SALAIRE,0
8,2024-02-14,38940.0,opr.ACH_Mrch/REF6691395/TPE90636/27/04,DASH,1
8,2024-02-28,-9673.0,Ret GaB DEp,PARI,1
8,2024-02-29,306815.0,PmT-ViRt  sal.eMPLOyEur REF8084239 TPE20798 16/05,SALAIRE,0
8,2024-03-01,-22469.0,opr betLes_MBom/REF31128,PARI,0
8,2024-03-04,-2841.0,Vir fr.dcV*REF4643496*AGKRI*TPE39547,AGIOS,0
8,2024-03-04,-5362.0,PMT CaMWaTER*AGNGD,EAU,0
8,2024-03-05,53774.0,acH TPE vRt SAlaIrEAGDLATPE49520,SALAIRE,0
8,2024-03-13,24357.0,AChaT_boUTIQUEREF22366482,DASH,1
8,2024-03-16,-2901.0,frS dcvREF276566ZTPE4879819/04,AGIOS,0
8,2024-03-21,-22037.0,deB Mise mOto,PARI,0
8,2024-03-22,690616.0,VIrT_sALr/REF4450941/GBAF,SALAIRE,0
8,2024-03-22,-2513.0,dEB  PRoviSiOn-mAisOn TPE2981 681****21 24/06,PARI,1
8,2024-03-23,-11416.0,TrF*pARi,PARI,0
8,2024-03-24,56020.0,trf/caSh  oU,MOMO,0
8,2024-03-29,-31360.0,Ret_gAb-tRF  FML REF,PARI,1
8,2024-03-30,7144.0,ViR RemB PreTREF1,DASH,0
9,2024-01-02,-10722.0,aCHT/MchE,CHOP,0
9,2024-01-04,970683.0,salr/REF1*541,SALAIRE,0
9,2024-01-05,-2718.0,eau/TTPE27560/03/02,EAU,0
9,2024-01-05,-1309458.0,pmtLOyer*blr R,LOYER,0
9,2024-01-06,-1194856.0,pAImt*pMT loyer_Z,LOYER,0
9,2024-01-06,-3851.0,WAtERREF2502970AGDLATPE4237907/01,EAU,0
9,2024-01-06,935066.0,SalX05/03,SALAIRE,0
9,2024-01-06,663594.0,pAXeADLA,SALAIRE,0
9,2024-01-07,-9549.0,Trf COUrSEs MeNAGe*REF9347258*TPE90985*18/10,CHOP,0
9,2024-01-07,-51927.0,opr-Rtr/omAGBUE657****72,MOMO,0
9,2024-01-08,-7833.0,Ach-TPE/e,ELEC,0
9,2024-01-12,766557.0,op pAIEREF43370146AGBUE18/11,SALAIRE,0
9,2024-01-12,-8646.0,EnCasxt eaU/19/06,EAU,0
9,2024-01-12,-381959.0,Ret_gaB*lOYer/RREF7403657/AGKRI/TPE22524/06/07,LOYER,0
9,2024-01-13,49817.0,ach Tpe*mOmOSend_SHaR,MOMO,0
9,2024-01-13,301681.0,Opr  vRT/SaLA,SALAIRE,0
9,2024-01-14,-623.0,pMt frs deC,AGIOS,0
9,2024-01-14,-10393.0,paI$*waTEr,EAU,0
9,2024-01-17,-86546.0,REt-G*b/mtn_cASh_DEYREF9603371,MOMO,0
9,2024-01-19,-26772.0,PMt*nJaNGui/DU-moiS*REF4456668*11/04,NJANGUI,0
9,2024-01-19,-3705.0,XIr CAMWaTeR/REF7737865/TPE6313/18/04,EAU,0
9,2024-01-30,128968.0,ViRt-SaL/EMPloyeur/REF2293738/AGGAR/TPE83402/10/10,SALAIRE,0
9,2024-02-01,71388.0,RTR/oMREF8256717AGB,MOMO,0
9,2024-02-02,-50182.0,DaSHPoUR/RePo REF1888014 AGDLA TPE52657 667****73,DASH,0
9,2024-02-03,-1779.0,tRf/TAXI/fORTEF1848Z05,TRANSPORT,0
9,2024-02-03,-37847.0,pMT  dEP/MOMo*TPE533444*651****52*08/09,MOMO,0
9,2024-02-06,-3168.0,TAxIZ fort*REF8164512*A,TRANSPORT,0
9,2024-02-07,-49520.0,Ach/tPe_TRSF_fAM REF7766509 AGKRI 656****56,DASH,1
9,2024-02-08,-18395.0,TontINE lES.mBom REF3030796 TPE390007,NJANGUI,0
9,2024-02-08,89703.0,trf paIe/24/11,SALAIRE,0
9,2024-02-11,-1328.0,depot BenSkiNTPE16840,TRANSPORT,0
9,2024-02-12,-6968.0,debeLECTRICitEREF5405035TPE14226,ELEC,0
9,2024-02-15,-189284.0,PAimT_loYeR REF15880235 06/04,LOYER,0
9,2024-02-15,-14138.0,rEmBoursEmeNT_PrEtREF1210763AGDLATPE66087693****61,DASH,0
9,2024-02-16,-27474.0,*muC*pARI REF513068 AGMAR 01/05,PARI,0
9,2024-02-17,-169004.0,rET/GAb_mAiSON REF1X79544 AGDLA TPE9427,LOYER,0
9,2024-02-18,-11693.0,fAcT/enEOREF295686,ELEC,0
9,2024-02-19,-38016.0,trf pMuC PArI,PARI,0
9,2024-02-20,-24797.0,prv_alIment/REF227369,CHOP,0
9,2024-02-24,-41414.0,ENCASxt-COtI,NJANGUI,0
9,2024-02-25,-7651.0,om_PoUR_l,MOMO,0
9,2024-02-27,-67146.0,caSH-OUT*Om REF6238029 AGBUE TPE69202,MOMO,0
9,2024-02-28,-13297.0,Bet LeS mbom*REF709359*$,PARI,0
9,2024-03-01,611994.0,PAIMt Pai,SALAIRE,0
9,2024-03-02,-18829.0,On A cHop REF99279615 TPE28197,CHOP,0
9,2024-03-04,-41896.0,cO9Is_ton,NJANGUI,0
9,2024-03-06,-10648.0,pMt.FRs.dEcOUv REF18,AGIOS,0
9,2024-03-06,-11650.0,encasxT coTiS TZNTI,NJANGUI,0
9,2024-03-08,-9657.0,VIR EAUREF1167434,EAU,0
9,2024-03-08,-29580.0,vir  ProV*ALIment REF8006517 AGNGD TPE36677 16/07,CHOP,0
9,2024-03-08,-2661.0,Deb agios,AGIOS,0
9,2024-03-09,-2992.0,aCh TpE  taxi*REF7873X80AGKRI,TRANSPORT,0
9,2024-03-11,-11115.0,trf.EauREF3994536,EAU,0
9,2024-03-13,-458363.0,pAiE loYer/BailLeuR,LOYER,0
9,2024-03-13,-1559.0,trf.PRV CHOP TPE37154 02/07,CHOP,0
9,2024-03-13,-23867.0,oPR mAiN  NjaNgUiREF9648313,NJANGUI,0
9,2024-03-15,143378.0,PAiMt PAIe MEnsuElLE/REF3569983/AGNGD/TPE23437,SALAIRE,0
9,2024-03-16,-24058.0,oPr  PMT,ELEC,0
9,2024-03-19,89149.0,IRVirt.s9L/EMpL,SALAIRE,0
9,2024-03-19,-8812.0,deB fct Eneo REF925,ELEC,0
9,2024-03-20,-13972.0,EAU REFZ293053 AGGAR T,EAU,0
9,2024-03-20,-2650.0,CoMm.Dcv*REF8625477*TPE40280,AGIOS,0
9,2024-03-22,-34401.0,DEB.TONTIEles*mOm/A,NJANGUI,0
9,2024-03-25,938651.0,vRt SAlRREF5900053AGBUET,SALAIRE,0
9,2024-03-25,-19002.0,AcH TPE COTIs ton,NJANGUI,0
9,2024-03-27,-13862.0,TRf MTn MomO/REF4780137/TPE82916,MOMO,0
9,2024-03-29,-17783.0,ChoP.DU  JOur 15/10,CHOP,0
10,2024-01-01,-26586.0,pRV  ChoP TPE8715 13/02,CHOP,0
10,2024-01-01,64699.0,reMBoUrsE daSh*MolAREF4443876AGDLA18/04,DASH,0
10,2024-01-05,-19842.0,elECTrICiteREF88750,ELEC,0
10,2024-01-06,-1066393.0,ACh.tPe*lo,LOYER,0
10,2024-01-06,-11613.0,Vir*PAiMT/EneO*REF1668516*TPE84955*01/08,ELEC,0
10,2024-01-07,-29628.0,aChT diVE,PARI,1
10,2024-01-10,-4290.0,ACh tP*/caRBu/REF4194310/TPE44837,TRANSPORT,0
10,2024-01-14,-16035.0,pRovChOP*REF3970676,CHOP,0
10,2024-01-16,-17215.0,OpR*ACHTMRcHREF8500649TPE31172,CHOP,0
10,2024-01-16,-19881.0,cOTiS-TONtiNe*RE,NJANGUI,0
10,2024-01-17,-2140.0,REtgaB moTo-taxI/AGNGD/15/09,TRANSPORT,0
10,2024-01-17,-3537.0,REt/GaB cAmWateR REF3023774 AGNGD TPE10512 22/02,EAU,0
10,2024-01-18,-813522.0,tRf paImT lOyeR BAIl,LOYER,0
10,2024-01-19,-18480.0,ach Tpe/cotIsNJanGU,NJANGUI,0
10,2024-01-22,-4736.0,RET  GAb.MoTo*SHArPZAGEBW/TPE54367,TRANSPORT,0
10,2024-01-24,-2556.0,pmT/TAXI REF4129385 13/09,TRANSPORT,0
10,2024-01-24,-12963.0,vir/FRaIs.DecoUVe,AGIOS,0
10,2024-01-25,-8522.0,TRF/courseX mENage*REF7633395,CHOP,0
10,2024-01-27,-229184.0,PaiMT PAIEmENTLOy$r,LOYER,0
10,2024-01-30,-2847.0,ea *EF7416460 19/06,EAU,0
10,2024-02-04,-24247.0,pmt  MtN-CAsH-deY**R,MOMO,0
